"ratingDate","partial_entry"
"Diulas pada 17 April 2016","Ini bener2 peninggalan sejarah yg keren. Bangunannya agak serem sih tp tnyata menyimpan sejumlah sejarah bangsa kususnya yg ada d kota semarang. Yg kurang dari tempat ini hanya tempat parkir kendaraan saja. Coba kalo pihak pemerintah lebih memperhatikan & menyediakan parkir yg memadai, pasti kesemerawutan parkir d lokasi lawang sewu tidak terjadi"
"Diulas pada 16 April 2016","Tidak sah rasanya kalo ke Semarang tapi tidak mengunjungi ikon kotanya.Lawang Sewu yang dulu terkenal angker (dan masih kayaknya) ternyata sudah mengalami banyak perubahan.Tidak lagi kusam seperti yang ku lihat di poto-poto lama.Bangunan di cat dengan baik dan diberi pencahayaan yang memadai di malam hari.Suasana angker di bagian luar gedung tidak terasa kental bahkan di malam hari ketika kami sekeluarga berkunjung.Namun ketika sudah memasuki bagian dalam gedung yaitu museum dan juga ruangan dengan seribu pintu ini, tidak bisa dipungkiri hawa spooky nya.Jika berkunjung di siang hari mungkin bisa ikut paket tour yang ditawarkan.Tapi karena malam hari, ahh seram rasanya, hahaha."
"Diulas pada 15 April 2016","gedung besar dan bersejarah, dengan arsitektur art deco yang khas, yang dibangun pada zaman penjajahan kolonial Belanda dan pernah menjadi kantor pusat perkereta-apian Indonesia. di dalamnya banyak foto-foto dan barang-barang bersejarah mengenai perkereta-apian Indonesia. (walaupun sudah direnovasi kembali, gedung ini tetap memiliki aroma mistis yang kuat)  ;)"
"Diulas pada 14 April 2016","Bangunan lawang sewu, awalnya hanya saya ketahui dari acara Horo yang ada di Televisi. Namun setelah melihat langsung, bangunan bersejarah ini tidak seseram dan angker yang saya bayangkan. Bangunan heritage yang dijaga kelestarian dan keasliannya oleh pemerintah setempat."
"Diulas pada 12 April 2016","Bila Anda berkunjung/berlibur ke kota Semarang, mampir lah ke gedung lawang sewu.Lawang Sewu ( dalam bahasa jawa artinya pintu seribu ), jadi gedung ini banyak sekali pintu-nya, memang tidak sampai seribu, namun cukup banyak sekali.Gedung ini termasuk gedung bersejarah peninggalan Belanda, dan   di manfaatkan sebagai museum kereta api. Di sana banyak sekali sejarah perkereta apian yang dapat di pelajari dan di ikutin anak-anak."
"",""
"Diulas pada 12 April 2016","bentuk bangunan khas peninggalan Belanda, ada guide lokal, tiket murah, bersihcocok untuk foto prewedding"
"Diulas pada 10 April 2016","Lawang sewu benar benar gedung yang cantik setelah direnovasi. Seluruh area terlihat bersih. Disarankan untuk menggunakan jasa guide untuk memahami sejarahnya. Sesuai untuk menghabiskan waktu sore hari menjelang matahari terbenam. Latar langit sore akan indah untuk foto foto."
"Diulas pada 6 April 2016","gedung ini terlihat seram namun terawat, terdapat banyak pintu dan jendela bangunan belanda. jika ke semarang maka harus menyempatkan melewati atau singgah ke lawang sewu"
"Diulas pada 5 April 2016","Melihat lawang sewu seperti kembali ke sejarah masa lalu, terutama di zaman Belanda. Gedung yang didirikan pada tahun 1904 ini awalnya digunakan sebagai kantor oleh Belanda. Cukup dengan tiket masuk 10 ribu, kita dapat menikmati wisata sejarah dari gedung yang memiliki ""1000 pintu""."
"Diulas pada 4 April 2016","Bangunan  bersejarah ini terawat dengan baik (mengingat banyak objek wisata serupa yg kurang terawat). Seru menjelajah bangunan ini, dan I managed to reach almost the top sayang banyak walet sehingga takut jatuh panik pas tersambar"
"Diulas pada 2 April 2016","Wajib dikunjungin bagi yang datang ke Semarang. Jadi lebih tau sejarah kota Semarang dan kereta api di IndonesiaLolasi Lawang Sewu berada ditengah kota Semarang jadi sangat gampang untuk menjangkau lokasi tersebut."
"",""
"Diulas pada 1 April 2016","Bangunan bersejarah ini dikelola dengan sangat baik. Dan saat ini sedang berbenah untuk perbaikan layanan di lantai atas. Tour guide cukup kompeten menjelaskan setiap sudut bangunan dan setiap detail yang kamu tanyakan. Kalau saja tempat parkirnya bagus kami bisa beri point tambahan."
"Diulas pada 1 April 2016","Tiket masuknya hanya 10k per orang, dan untuk jasa pemandu 30k. Bangunan tua peninggalan Belanda ini terawat rapi sehingga kesan seram yang berhembus dulu hampir tidak terasa lagi. Ini kali keempat saya berkunjung ke Lawangsewu dan selalu terkesima dengan suasana disana. Tempat ini cocok dikunjungi oleh pecinta sejarah."
"Diulas pada 31 Maret 2016","Ga se serem yang dibayangin. Dari sini jadi tau kalo sebenernya lawang sewu itu kantor perusahaan Kerta jaman dulu. Bagus dan rapih. View fav ku adalah infinity door, kayak lorong dari pintu gitu. Keren banget!"
"Diulas pada 29 Maret 2016","Jika bersama anak - anak lebih ideal disiang hari, baru ketika sendiri atau dating bersama orang dewasa bolehlah di kala malam. Buka sampai jam 9 malam. Ideal untuk spot foto. Detil bangunan menarik, memfoto puluhan pintu, puluhan jendela, yang berjajar. bahkan ubin lamanya masih indah untuk objek foto. Bangunan Belanda yang sangat terawat, saying kalau ke semarang destinasi ini dilupakan."
"Diulas pada 28 Maret 2016","kami datang sore hari...tempatnya esotik,bersih,terawat dan bersejarah buat negara ini...bagus buat pendidikan sejarah anak2, waktu masuk ke dalam agak merinding karena mungkin sering dengar cerita yg horor2 disini, tempatnya bagus buat foto2...tempat yg wajib dikunjungi bila berwisata ke semarang"
"Diulas pada 26 Maret 2016","Bangunan bersejarah di Semarang ini menyimpan banyak cerita menarik. Kalau ingin berkeliling ada guide yang siap menemani  sambil bercerita tentang apa saja yang ada di gedung ini."
"",""
"Diulas pada 26 Maret 2016","Gedung Lawang Sewu yang terkenal dengan banyak pintunya, dan cerita horor dan mistiknya , konon bisa tersesat di dalam bangunan Lawang Sewu dikarenakan banyaknya pintu dan jendela yg semua dengan desain yang sama, tapi banyak wisatawan terutama yg hobby fotografi menjadikan kawasan Lawang Sewu ini sebagai salah satu best spot untuk foto shoot ."
"Diulas pada 22 Maret 2016","Gedung yang terpelihara dgn baik... Setiap orang bs memanfaatkan setiap sudut unt berphotoTidak seseram hikayatnya ...."
"Diulas pada 20 Maret 2016","Perginya ke Lawang Sewu jangan ketika libur panjang, karene tidak kebagian tour guide. dan pada saat bulan Feb ke sana Museum yg bawah tanah dalam tahap renov dan selesai 6 bulan lg, sangat disayangkan."
"Diulas pada 17 Maret 2016","Gedung Lawang Sewu bersih dan terawat. Peninggalan-peninggalan seperti kereta api, lukisan, dll masih terawat dan tampak rapi. Saya penasaran dengan ruang bawah tanah di sana, tapi sayang saat saya mengunjungi Lawang Sewu, ruang bawah tanah sedang ditutup. Setelah lelah mengelilingi setiap ruangan di sana, kita bisa santai dan menikmati alunan musik khas Semarang di lapangan tengah. Musiknya sangat indah dan pengunjung bisa request lagu ataupun bernyanyi bersama. Jika lapar, di depan Gedung Lawang Sewu ada banyak penjual makanan khas Semarang contohnya seperti Tahu Gimbal."
"Diulas pada 17 Maret 2016","Sebelum pulang dari semarang rombongan kami mampir ke lawang sewu. Gedung kuno dan bersejarah sisa-sisa peninggalan Belanda. Kesannya bangunan ini adalah pintunya yang berjumlah banyak sekali. Saya tidak tahu maksudnya apa kenapa dirancang dengan jumlah pintu yang hampir mencapai seribu buah. Karena didatangi kami di siang hari tidak terlihat sama sekali kesan seram di sini."
"Diulas pada 16 Maret 2016","Smesmeski sudah benerapa kali berkunjung ke lawang sewu saya pribadi tidak pernah bisan apalagi di sana ada ruang bawah tanahnya sangat menarik dan juga cocok buat hunting gambar berbackground lawangsewu"
"",""
"Diulas pada 16 Maret 2016","harus sewa guide klo ke sini. guide akan jelaskan sejarah gedung tua ini dgn detil sampai rasanya kita bisa ikut membayangkan kejadiannya. ibu saya sempat kepeleset tanpa sebab dan menurut guide itu krn beliau menginjak hantu anak kecil. percaya nggak percaya ya.. sayang waktu itu kami ngga bisa masuk ke penjara bawah tanah karena di jam stb masih ditutup (sore)"
"Diulas pada 15 Maret 2016","saat ini gedung nya sudah bagus, terawat, tidak lagi seram. namun membosankan jika berkunjung lebih dari satu kali. kalau dulu, masih ada wisata bawah tanah untuk melihat penjara bawah tanah, namun menurut informasi saat ini sedang perbaikan, namun rasanya sudah lama sekali tidak selesai."
"Diulas pada 15 Maret 2016","Bangunan cukup terawat dan bersih. Mungkin yang paling mengganggu adalah pengunjung yang berfoto secara berlebihan sehingga menganggu pengunjung lain"
"Diulas pada 14 Maret 2016","Tempat yg oke buat hunting foto..arsitekturnya unik dan selalu ramai jika waktu libur...cuma bayar 10 ribu rupiah utk tiket masuk..dan kita boleh menikmati sejarah tentang kereta api di indonesia"
"Diulas pada 11 Maret 2016","Terletak di Jantung Kota Semarang dan berseberangan dengan Tugu Muda, merupakan ikon dan kebanggaan Jawa Tengah. Salah satu bukti sejarah yang masih terawat dan dilestarikan hingga kini. Mengunjungi Lawang Sewu, seperti kembali ke masa lalu. Arsitektur kolonial tampak begitu artistik. Gedung milik Perusahaan Kereta Api Indonesia ini menyimpan Sejarah dan menjadi saksi akan perkembangan Kota Semarang. Bagi para fotographer, mengabadikan Lawang Sewu dari berbagai sudut merupakan kepuasan tersendiri."
"Diulas pada 11 Maret 2016","Saya selalu suka sama lawang sewu apalg kalo udh menjelang sore ke magrib,indaahh bngt pas lampu gedung dinyalain..saya selalu suka gaya tempo dulu..abad2 18 gtu...diruangan tertentu di setel musik piano jadi makin romantis...kadang saya hanya diam dan menikmati keindahan bangunan ini"
"",""
"Diulas pada 9 Maret 2016","Tempat sejarah peninggalan belanda yg masih utuh dengan arsitektur yg sedikit sudah dirombak sedemikian rupa , cocok buat hunphot dengan pasangan dan uji nyali 😁😁"
"Diulas pada 8 Maret 2016","Sangat pas dan tepat jika berkunjung ke Lawang Sewu pada sore menjelang malam ( Jam 20.00 Tutup y ). ada atmotsfer horor jika kita berkunjung pada jam TSB. Apalagi jika kita punya nyali untuk masuk ke Ruang Bawah tanah dimana kita akan sedikit merasakan aura masa lampu ( dulu di pakai buat Penjara bawah tanah ). Tidak lengkap rasanya jika ke Semarang tidak mengunjungi tempat legendaris dan tersohor ini."
"Diulas pada 7 Maret 2016","gedung tua yang indah, unik, dan masi terawat dengan baik. dengan banyak nya pintu yang dimiliki, tangga yang indah, saya jadi membayangkan seperti apa gedung ini pada jaman dahulu. saat malam hari lebih indah dengan adanya lampu-lampu yang dinyalakan. jika ke semarang tidak ada salahnya berkunjung ke gedung ini, tiket masuknya juga tidak mahal. setiap sudutnya juga indah untuk di abadikan dalam foto."
"Diulas pada 7 Maret 2016","Lawang sewu adalah bangunan cagar budaya yg patut di kembangkan. Perlu di maksimalkan event eventnya. Yg penting juga, preman parkirnya perlu di tertibkan"
"Diulas pada 5 Maret 2016","Gedungnya masih terawat dengan baik, areanya cukup luas, dan ada mainan kereta api untuk anak-anak.Tiket masuk terjangkau"
"Diulas pada 4 Maret 2016","Kenapa saya memberikan ulasan begitu, karena didepan tempat ini lah saksi hidup saya dulu pernah menyatakan cinta pada seorang wanita. Tempat yang konon keliatan horor atau angker sekarang begitu menarik untuk diexplore dalamnya, Kenapa bisa begitu? Karena setiap tempat atau ruang terdapat aura yang sangat begitu kental seperti kembali ke masa penjajahan. Lawang Sewu begitu julukan itu karena memiliki seribu pintu gedung dan tentunya ada ruang bawah tanah yang begitu mistik didalamnya yang konon sarang makluk halus didalamnya, sampai sekarang tempat atau ruang bawah tanah itu jarang dikunjungi karena mistik tersebut"
"",""
"Diulas pada 4 Maret 2016","Tak bosan untuk kesini walau rasanya sudah hapal setiap lekuk-lekuk sudutnya, walau sekarang banyak yang sudah tidak bisa dimasuki karena mungkin alasan keamanan, seperti tangga putar didepan pintu masuk, ruang bawah tanah dan beberapa yang lain.Saat naik ke lantai atas, bekas ruang dansa di jaman belanda, disitu terlihat bekas bom di rangka besinya, bagaimanapun kesan mistis nya tetap terasa, anda ingin uji nyali? :)"
"Diulas pada 4 Maret 2016","tetep favorit walau sudah di cat berulang kali, tetap terlihat aslinya, tapi mungkin lebih baik dibiarkan warna aslinya :("
"Diulas pada 4 Maret 2016","Lawang sewu adalah bangunan kuno yang dulunya adalah kantor perusahaan Kereta Api. Lawang sewu ada di tengah kota semarang, di seputaran tugu muda sehingga gampang sekali untuk mencapainya. Bangunan ini sekarang lebih terawat dengan adanya cat yang baru dan renovasi yang dilakukan. Meskipun demikian bagi wisatawan yang masih mendambakan kesan klasik dan nostalgia akan sedikit kecewa karena dengan adanya renovasi tersebut justru ""kesuraman"" dari lawang sewu berkurang. Yang masih bagus menurut saya permainan kaca patri yang apabila terkena cahaya tampak cantik. Adanya kereta api di depan lokasi lumayan untuk wisatawan yang membawa anak. Tapi secara umum menurut saya, Lawang sewu justru berkurang daya tariknya setelah renovasi."
"Diulas pada 3 Maret 2016","salah 1 objek wisata di semarang utk yg suka wisata uji nyali. pernah masuk kedalam goanya dan rasanya memang merinding sih atau cuma saya yg parno an. poto poto dsini ketika malam bagus juga."
"Diulas pada 3 Maret 2016","gedung ini masih dalam keadaan baik dan banyak nilai bersejarah di dalamnya.walaupun sedikit mistis tetap ga pernah bosen ke tempat inikalau ke Semarang tidak kesini seperti tidak ke Semarang"
"Diulas pada 3 Maret 2016","Per orang Dewasa masuk bayar 10ribu rupiah, pakai Guide bayar 30 ribu.Saran saya bayar guide aja, lumayan banyak pengetahuan yang didapet dan bisa bantu ambilin foto."
"",""
"Diulas pada 3 Maret 2016","Gedung Lawang sewu ini sangat menarik, sudut2nya bagus, banyak angle yang bagus untuk ambil poto. apalagi jika kita datang di malam hari. Lampu2nya bikin tambah indah."
"Diulas pada 28 Februari 2016","Paradigma mistik pada Lawang Sewu masih melekat, walaupun sudah direnovasi dan tertata dengan baik di bawah pengelolaan PT KAI."
"Diulas pada 26 Februari 2016","Tempat bersejarah yang cukup rapi, tiket masuk yang ditentukan cukup murah dan terjangkau. namun susah cari parkir"
"Diulas pada 25 Februari 2016","Salah satu destinasi favorit wisatawan dari luar Semarang.Bekas kantor NIS sekarang menjadi lokasi wisata.Cukup membayar 10.000 Rupiah, Sayang ketika saya kesana ruangan bawah tanahnya sedang dipugar."
"Diulas pada 24 Februari 2016","Secara garis besar merupakan tempat awal untuk kantor adminustrarif perkereta apian di Indonesia pada jaman Hindia Belanda, dimana didalamnya terdapat miniatur, cerita latar belakang berdirinya dan dijumpai foto-foto pada dulunya.Karena sudah berpuluh-puluh tahun tidak digunakan maka munculah cerita, kejadian yang menyeramkan...tetapi PT. KAI akhirnya merenovasinya dan dijakian tempat wisata sedikit horror jika dilakukan malam hari...Waktu operasionalnya 10 pagi - 9 malam.Disediakan guide untuk berkeliling dan mendapatkan cerita latar belakangnya...Overall sangat bagus, disarankan untuk tour dalam lawang sewu setelah jam 6 sore...agar lebih pas waktunya (bagi yg suka dengan hal- hal mistis)Sekedar tambahan: diluar pintu keluar ada 2 bocah yg menjual -pernak pernik dan mainan, mungkin kita tidak membutuhkan tp apa salahnya jika kita membelinya untuk membantu mereka demi menyambung hidup dan biaya sekolah..."
"Diulas pada 24 Februari 2016","Dulu disini horor bgt pas thn 2010 tapi skrg kesan horornya udah agak berkurang.Disini buat foto bagus bgt, netherland bgt apalagi foto yg dsamping jalan raya itu, serasa di luar negri"
"",""
"Diulas pada 24 Februari 2016","Inilah gedung perkantoran pada zaman belanda, bangunan yang kokoh dengan jumlah pintu yang banyak sekali, uniknya jendela gedung ini bukan di buka kesamping tapi ke atas. Sayangnya saya tidak bisa melihat ruang bawah tanah karena tertutup untuk umum. Di depan gedung terdapat Kereta api zaman belanda, Lokasi strategis di jantung kota Semarang."
"Diulas pada 24 Februari 2016","Adanya lawang sewu di daerah semarang di pusat kota sebelah tugu pemuda. Gedung lawang sewu skrng dibuka untuk wisata malam. Dengan tiket 10rbu dan dengan pemandu 40rbu perorang"
"Diulas pada 23 Februari 2016","Salah satu wisata sejarah disemarang. Walaupun agak seram tapi Bangunan sangat indah, banyak cendela dan pintu  sehingga disebut lawang sewu. Tidak bisa diungkapkan,,kalo pernah kesini pasti tahu keindahannya"
"Diulas pada 17 Februari 2016","gedung ini berada di simpang lima semarang. untuk mencapai tempat ini bisa dengan transportasi umum. hampir semua transportasi lewat gedung ini. Kita bisa berkunjung pagi sampe malam, tutup jam 21.00. Tempat ini memiliki bangunan kuno eropa dengan ciri khas banyak jendela dan pintu. Untuk yang suka fotografi, bangunan ini cocok banget. Kalo kita berkunjung di malam hari , kita tidak perlu takut karena tiap sudut ruangan telah diberi lampu. Untuk berkeliling kita bisa menyewa guide sekitar 30-50 rb atau bisa berkeliling sendiri. Tempat yg paling terkenal menyeramkan adalah ruang bawah tanahnya, tapi ketika saya kesana ruangan tersbut sedang direnovasi sehingga tidak bisa melihat langsung. Ada ruangan yang didesain sebagai museum yang menceritakan sejarah gedung ini. Untuk tiket masuk sekitar 5 rb."
"Diulas pada 15 Februari 2016","Ehm kl suka dgn sejarah, pst suka kesini, krn kita jd tau kegunaan gedung ini wkt dulu dijaman kolonial belanda sbg apa...dan mmg menarik utk melihat2 foto2 yg ada disana..tp sayang wkt ak dtg kesini, byk ruangan yg sedang di pugar, jd ga bs datangi...mgkn next time kl ke semarang lg akan kesana lagi dan semoga sudah tak dlm proses pemugaran..."
"Diulas pada 11 Februari 2016","Lawang sewu sebuah gedung tua yang terletak dibundarang tugu muda semarang, walau bangunan ini sudah tua atau kuno tetapi daya tarik nya masih sangat kuat, disana terdapat banyak pintu dan jendela besar, berdasarkan nama nya lawang sewu bukan berarti jumlah pintu disana terdapat sewu (seribu) tetapi pada kenyataan nya pintu yang terdapat disana tidak mencapai sewu (seribu). Banyak wisatawan datang untuk melihat, mengenal sejarah dan bahkan untuk sekedar berfoto."
"",""
"Diulas pada 11 Februari 2016","Lokasi Gedung Lawang Sewu berada di pusat kota Semarang berdekatan dengan Tugu Muda yang jaman dulu merupakan tempat pertempuran 5 hari di Semarang.Lawang Sewu adalah salah satu Ikon kota Semarang yang merupakan bangunan bersejarah dengan gaya arsitektur yang tidak ketinggalan jaman, malah melebihi jaman modern karena sampai dengan saat ini bangunan tersebut masih kokoh berdiri.Berkunjung ke Gedung Lawang Sewu di malam hari sungguh sangat eksotik......didampingi tour guide yang menjelaskan semua fungsi ruangan yang ada di Gedung Lawang Sewu menambah kekaguman saya betapa modernnya para arsitek belanda jaman dulu yang sudah bisa berpikir ke depan.Saya menaiki tangga menuju atap...disana merupakan peredam panas agar ruangan di bawahnya menjadi dingin, walau sebagi peredam panas namun lantainya yang luas dipakai sebagai lapangan badminton oleh para karyawannya.Sungguh eksotis sekali......pintu-pintu sejajar menyerupai lorong-lorong dengan pesona eksotis.Sayang ruangan bawah tanah saat ini ditutup tidak bisa dikunjungi......"
"Diulas pada 10 Februari 2016","Museum Lawang Sewu terletak di pusat kota Semarang. Letaknya di ujung jalan Pangandaran, sekitar 750 M dari hotel tempatku menginap. Aku ke sana berjalan kaki. Museum baru buka ketika aku sampai, petugas kebersihan masih menyapu. Jam operasionalnya adalah jam 07.00-21.00 WIB. Biaya tiketnya sepuluh ribu untuk dewasa, lima ribu untuk anak-anak dan tiga ribu untuk pelajar. Aku cuma berkeliling di luar gedung, karena masih sepi nggak nyaman juga kalau mau blusukan. Agak-agak takut gimana gitu deh. Tapi gedungnya bagus buat foto-foto. Gedung Lawang Sewu, sebelum dijadikan museum awalnya adalah kantor administrasi NIS (Netherland Indische Spoorweg) yang dibangun pada tahun 1907. Disebut Lawang Sewu karena punya banyak pintu. Di sini juga terdapat penjara bawah tanah yang kemudian memunculkan banyak cerita mistis di masyarakat."
"Diulas pada 8 Februari 2016","Akhirnya sampai juga di Lawang sewu tempat yg konon menyeramkan, steleah melihat langsung justru mengingatkan kita pada jaman belanda dimana perjuangan dimasa itu masih bisa kita lihat bukti otentiknya berupa peninggalan belanda, sayang saat berkunjung waktu itu malam siang hari, jadi tidak ada kesan menyeramkan tapi unik.."
"Diulas pada 7 Februari 2016","Ini lah tempat dimana kalian akan merasakan berada di belahan dunia lain, kalian akan merasakan bagaikan berada di Eropa, kalian akan merasakan bagaiamana kemegahan gedung ini, gedung yang dibangun lebih dari 100 tahun yang lalu, gedung yang menjadi icon Asia di awal abad 20, sungguh mengagumkan, sungguh mencengangkan. Sebuah kerugian besar kalian bila sudah berwisata ke Semarang tetapi tidak mengunjungi Lawang Sewu ini."
"Diulas pada 3 Februari 2016","Bangunan tua peninggalan kolonial jaman Belanda. Terletak dipusat kota semarang dekat dengan monumen Tugu Muda. Konon bangunan Lawang sewu banyak dihuni oleh makhluk halus karena tempat ini dulunya adalah tempat pembantaian bangsa pribumi dijaman perang dengan jepang. Saat malam hari memasuki ruangan demi ruangan di Lawang sewu cukup membuat bulu kuduk berdiri. Apalagi mengingat cerita cerita menyeramkan yang beredar semakin membuat sport jantung. Tapi mengasyikan berkunjung disini apalagi bila bisa datang saat malam hari. Ngeriiii...."
"Diulas pada 3 Februari 2016","Kalo mampir ke semarang jangan lupa main ke Gedung Lawang Sewu.Dapat melihat keunikan gedung lawang sewu dimana melihat jumlah pintu ada hampir 1000 dan type bangunan yang unik. Cocok buat foto2 dan pengetahuan tentang sejarah kereta api di semarang."
"",""
"Diulas pada 2 Februari 2016","Bangunan Yang Sangat Bagus masih Berdiri Sampai Sekarang, sebagai Bangunan ikon Kota Semarang,Termasuk Bangunan Budaya."
"Diulas pada 1 Februari 2016","Selama hampir 22 tahun hidup baru sekali mengunjungi lawang sewu. Itupun karena jadi host tamu dari Jakarta. Entrance tiketnya murah, ada guide juga dengan biaya tambahan. Tapi guide nya sangat terburu2 jadi kaya belum puas lihat satu spot sudah diajak pindah spot"
"Diulas pada 30 Januari 2016","gedung ini merupakan gedung yang sangat bersejatah bagi perkereta apian Indonesia dan bagi yang ingin melihat sejarah dapat ketempat ini . dan untuk berfoto pun tempat ini cukup indah selain itu walau agak mistis tapi anda wajib mengunjungi tempat ini apabila kSsemarang  jadi tunggu apalagi kklo kesemarang jangan melewatkan ketempat ini"
"Diulas pada 28 Januari 2016","Lawang Sewu merupakan wisata heritage track yang harus dikunjungi. Terkenal dengan 'angker' dan kemistisannya, namun ternyata bangunan ini jauh dari kesan seram. Malah menurut saya sangat kental suasana yang asri, seperti kembali ke masa lampau karena bangunan yang bercorak masa lalu dan klasik."
"Diulas pada 27 Januari 2016","Lokasi wisata paling terkemuka di semarang, gedungnya unik dan klasik, bagus banget buat foto2, sayang g ada tempat parkir dan banyak ruang di dalam gedung yang tidak bisa diakses. Harus dikunjungi."
"Diulas pada 26 Januari 2016","Waktu berlibur ke Semarang tempat pertama yang saya singgahi adalah ini,,, Lawang Sewu.Lawang sewu pertama kali saya dengar waktu menonton acara 'Dunia Lain' di Trans TV dan sejak itu bener2 membuat penasaran seperti apa Lawang Sewu itu...dan Puji Tuhan Agustus 2015 kemrin saya berkesempaatan liburan ke semarang..dari segi keamanan dan arsitektur ..gedung Lawang Sewu ini cukup aman dan nyaman dan tiket nya pun murah... dan Jika mau kedalam usahakan pakai pemandu.... gausah sok sok tau atau ""aahh ga usah lah'///..karena dengan kita menggunakan jasa pemandu wisata di dalam area Lawang Sewu berarti kita tau seluk beluk dan cerita nya didalamnya. Pakai Jasa Pemandu juga kita bebas kok untuk explore setiap ruangan apalagi ada pemandu nya ga segan segan untuk cerita yang spooky alias agakserem.... Dengan menggunakan Jasa Pemandu kita bisa menambah penghasilan orang-orang disana dan menjaga kebersihan area disana.Lawang sewu memiliki arsitek nya bagus dan tempat uniik untuk explore ... dan kita bisa merasakan aura aura zaman dulu ... pokoknya bagus lah...saya ga mau kasih tau lebih banyakkkk..lebih baikkkk cari tau sendiri ..."
"",""
"Diulas pada 15 Januari 2016","lokasi strategis, bangunan bagus sebagai obyek wisata sejarah, kurangnya parkiran kalau liburan harus parkir di pinggir kali"
"Diulas pada 14 Januari 2016","Lawang Sewu merupakan sebuah bangunan kuno peninggalan Belanda yang dibangun sekitar tahun 1904. Semula gedung ini untuk kantor pusat perusahaan kereta api (trem)  Belanda atau Nederlandsch Indishe Spoorweg Naatschappij (NIS). Gedung tiga lantai bergaya art deco (1850-1940) ini karya arsitek Belanda ternama, Prof Jacob F Klinkhamer dan BJ Queendag. Lawang Sewu terletak di sisi timur Tugu Muda Semarang, atau berada di sudut jalan Pandanaran dan jalan Pemuda. Disebut Lawang Sewu (Seribu Pintu), ini dikarenakan bangunan tersebut memiliki pintu yang sangat banyak. Namun kenyataannya, pintu yang ada tidak sampai seribu. Bangunan ini memiliki banyak jendela tinggi dan lebar, sehingga masyarakat sering menganggapnya sebagai pintu.Bangunan utama Lawang Sewu berupa tiga lantai bangunan yang memiliki dua sayap membentang ke bagian kanan dan kiri bagian. Jika pengunjung memasukkan bangunan utama, mereka akan menemukan tangga besar ke lantai dua. Di antara tangga ada kaca besar menunjukkan gambar dua wanita muda Belanda yang terbuat dari gelas. Semua struktur bangunan, pintu dan jendela mengadaptasi gaya arsitektur Belanda."
"Diulas pada 13 Januari 2016","Lawang Sewu merupakan bangunan kuno yang masih terawat. Lawang Sewu awalnya merupakan kantor NIS (perusahaan kereta swasta Belanda) yang juga digunakan sebagai bangunan perjuangan Angkatan Muda bersenjata Indonesia saat pertempuran lima hari di Semarang. Bangunan ini memiliki nilai sejarah yang sangat tinggi, keindahan arsitektur baik luar maupun dan pintu yang begitu banyak. Tak heran banguanan ini disebut Lawang sewu. Lawang Sewu dianggap ikon kota Semarang dan seseorang belum dianggap mengunjungi Semarang jika belum mengunjungi Lawang Sewu"
"Diulas pada 11 Januari 2016","Tidak susah menemukan gedung Lawang sewu karena letaknya ditangah kota. Waktu yang pas ke tempat ini adalah saat siang atau sore hari,  bagi saya waktu malam kurang cocok untuk masuk kedalam area, namun kalau diluar masih bisa dipertimbangkan, karean saat malam juga akan sangat bagus."
"Diulas pada 11 Januari 2016","Ini merupakan kunjungan saya yang kedua kalinya ke Lawang Sewu. Menurut saya lawang sewu ini tidak seseram seperti yang banyak orang ceritakan. Gedung ini sudah direnovasi dan sangat bagus. Fasilitas yang disediakanpun sangat baik seperti museum, konservasi hall, dll."
"Diulas pada 11 Januari 2016","Perjalanan mudik natal yang melelahkan jalan keluar jakarta buntet pasti kalian juga merasakan, kita memilih pergi ke solo via mobil pribadi berharap bisa mampir2 sesuai keinginan alahasil kita nyampe semarang sore hari karena salah satu dari kita ada yang butuh makanan buka puasa alahasil via waze kita serch makanan junkfood dan dianjurkan masuk kota, alahasil lewat depan lawang sewu dan kita mampir deh kesitu, buat masuk bayar 30 ribu sama tips tambahan buat para tour guide yang akan bawa keruangan2 di gedung seribu pintu itu bakalan di jelasin all out sama tourguidenya. Kadang tourguidenya juga takut sendiri jadi kita juga jadi takut hahahah Kemudian kita dianjurkan ke junkfood restauran di sekitar pandanaran yang tak jauh dari pusat oleh2. Mobil kita parkir di junkfood restauran dan kita nyebrang buat beli lumpia semarang, wingkobabat, bandeng juana, dan tahu baxo yang sudah terkenal itu"
"",""
"Diulas pada 11 Januari 2016","Gedung ini adalah salah satu gedung peninggalan Belanda yang masih berdiri, masih cukup terrawat, cocok untuk foto prewed atau pun yang ingin tahu mengenai sejarah lereta api karena di dalamnya ada museum, hanya tidak bisa le basement tempat saluran air di mana bisa membuat gedung tetap dingin meski cuaca panas, banyak pintu dan jendela tapi tidak berjumlah 1000 seperti namanya.Lawang sewu hanya julukan saja"
"Diulas pada 9 Januari 2016","Lebih baik kalau anda berkunjung pada malam hari. Suasana yang ditawarkan sangat berbeda. Anda dapat merasakan aura tersendiri bila mengunjungi pada malam hari. Jangan lupa juga untuk melakukan perjalanan bawah tanah, yang konon pernah digunakan sebagi penjara selama masa penjajahan."
"Diulas pada 8 Januari 2016","banyak spot bagus untuk foto, bagunan bersejarah yang ternyata tidak ""seseram"" yang dikatakan banyak orang, pemandu yang sangat ramah dan humble dengan anak2."
"Diulas pada 6 Januari 2016","datanglah dengan guide dan dengarkan dengan seksama ceritanya. Kalo jalan sendiri kamu bisa tersesat karena pintunya beneran banyak!"
